sale_id,sale_date,customer_id,product_id,quantity,sales_value,currency,sales_channel
1699,2023-03-13 23:53:09.441530,CUST0011,PROD016,8,3128.3999999999996,EUR,Retail
1700,2023-12-05 23:53:09.441530,CUST0088,PROD012,7,362.04,GBP,Online
1701,2024-04-11 23:53:09.441530,CUST0036,PROD006,3,202.09,JPY,Online
1702,2023-01-28 23:53:09.441530,CUST0018,PROD020,3,453.42,EUR,Retail
1703,2022-10-31 23:53:09.441530,CUST0023,PROD003,5,284.4,JPY,Retail
1704,2022-02-05 23:53:09.441530,CUST0077,PROD005,7,230.69,GBP,Retail
1705,2022-01-25 23:53:09.441530,CUST0049,PROD007,7,326.87,GBP,Online
1706,2023-10-14 23:53:09.441530,CUST0042,PROD005,1,476.87,GBP,Wholesale
1707,2021-11-04 23:53:09.441530,CUST0044,PROD009,8,399.33,EUR,Wholesale
1708,2024-06-08 23:53:09.441530,CUST0001,PROD015,1,29.61,USD,Wholesale
1709,2022-09-14 23:53:09.441530,CUST0007,PROD020,4,172.83,USD,Online
1710,2021-10-26 23:53:09.441530,CUST0048,PROD006,2,240.57,EUR,Online
1711,2022-08-06 23:53:09.441530,CUST0085,PROD008,5,164.11,EUR,Wholesale
1712,2023-08-26 23:53:09.441530,CUST0016,PROD020,6,353.09,EUR,Retail
1713,2023-10-08 23:53:09.441530,CUST0048,PROD005,4,414.87,GBP,Retail
1714,2023-05-05 23:53:09.441530,CUST0078,PROD017,4,368.36,USD,Online
1715,2022-08-18 23:53:09.441530,CUST0043,PROD010,7,494.77,USD,Wholesale
1716,2021-12-23 23:53:09.441530,CUST0051,PROD001,4,143.55,JPY,Online
1717,2023-06-22 23:53:09.441530,CUST0066,PROD016,2,438.74,JPY,Online
1718,2022-11-25 23:53:09.441530,CUST0031,PROD001,4,385.65,USD,Wholesale
1719,2022-06-12 23:53:09.441530,CUST0039,PROD003,7,187.47,USD,Online
1720,2024-06-11 23:53:09.441530,CUST0009,PROD006,1,369.72,GBP,Retail
1721,2022-07-06 23:53:09.441530,CUST0041,PROD017,4,61.0,JPY,Retail
1722,2022-03-25 23:53:09.441530,CUST0063,PROD002,6,396.77,EUR,Wholesale
1723,2023-05-09 23:53:09.441530,CUST0014,PROD005,8,270.84,GBP,Online
1724,2022-11-18 23:53:09.441530,CUST0058,PROD011,8,153.22,JPY,Retail
1725,2023-06-30 23:53:09.441530,CUST0074,PROD010,9,331.33,EUR,Wholesale
1726,2023-05-24 23:53:09.441530,CUST0088,PROD015,5,324.39,EUR,Wholesale
1727,2021-10-23 23:53:09.441530,CUST0097,PROD018,2,112.65,USD,Wholesale
1728,2024-02-27 23:53:09.441530,CUST0098,PROD017,3,24.89,USD,Online
1729,2024-06-30 23:53:09.441530,CUST0084,PROD014,2,222.48,EUR,Wholesale
1730,2023-06-17 23:53:09.441530,CUST0064,PROD013,9,289.06,EUR,Online
1731,2024-05-05 23:53:09.441530,CUST0028,PROD020,6,439.54,USD,Wholesale
1732,2023-01-26 23:53:09.441530,CUST0004,PROD002,1,464.83,USD,Online
1733,2022-04-23 23:53:09.441530,CUST0034,PROD012,3,269.11,USD,Retail
1734,2022-08-12 23:53:09.441530,CUST0004,PROD011,7,379.36,USD,Online
1735,2023-05-18 23:53:09.441530,CUST0070,PROD019,7,225.26,JPY,Retail
1736,2023-05-21 23:53:09.441530,CUST0058,PROD012,5,375.58,USD,Retail
1737,2022-08-28 23:53:09.441530,CUST0086,PROD004,3,110.35,GBP,Wholesale
1738,2022-07-16 23:53:09.441530,CUST0004,PROD010,7,191.82,GBP,Retail
1739,2022-06-11 23:53:09.441530,CUST0050,PROD012,5,320.77,GBP,Online
1740,2022-01-25 23:53:09.441530,CUST0005,PROD007,6,18.9,USD,Retail
1741,2022-10-09 23:53:09.441530,CUST0075,PROD006,3,364.01,EUR,Online
1742,2024-05-03 23:53:09.441530,CUST0045,PROD008,6,419.41,EUR,Online
1743,2022-11-28 23:53:09.441530,CUST0035,PROD011,7,205.58,JPY,Online
1744,2023-11-07 23:53:09.441530,CUST0083,PROD006,8,229.49,USD,Wholesale
1745,2024-06-07 23:53:09.441530,CUST0075,PROD003,2,427.13,GBP,Online
1746,2023-10-22 23:53:09.441530,CUST0075,PROD020,2,390.07,EUR,Wholesale
1747,2022-12-02 23:53:09.441530,CUST0027,PROD019,6,151.19,USD,Retail
1748,2023-09-06 23:53:09.441530,CUST0002,PROD001,8,168.75,GBP,Retail
1749,2023-01-20 23:53:09.441530,CUST0054,PROD004,5,342.65,GBP,Wholesale
1750,2022-12-23 23:53:09.441530,CUST0072,PROD019,1,285.97,GBP,Retail
1751,2021-12-21 23:53:09.441530,CUST0098,PROD020,1,89.49,GBP,Retail
1752,2023-09-17 23:53:09.441530,CUST0084,PROD017,9,161.87,GBP,Retail
1753,2022-08-25 23:53:09.441530,CUST0087,PROD019,4,450.99,JPY,Retail
1754,2022-08-05 23:53:09.441530,CUST0079,PROD014,1,347.21,GBP,Online
1755,2023-10-08 23:53:09.441530,CUST0048,PROD010,8,493.13,JPY,Retail
1756,2023-09-29 23:53:09.441530,CUST0077,PROD009,2,385.84,GBP,Online
1757,2024-04-24 23:53:09.441530,CUST0095,PROD016,2,471.57,GBP,Retail
1758,2022-11-21 23:53:09.441530,CUST0049,PROD015,1,115.93,GBP,Wholesale
1759,2023-12-12 23:53:09.441530,CUST0078,PROD016,1,388.03,GBP,Wholesale
1760,2022-07-06 23:53:09.441530,CUST0001,PROD018,9,19.91,JPY,Online
1761,2022-05-18 23:53:09.441530,CUST0091,PROD010,1,338.67,USD,Wholesale
1762,2022-10-09 23:53:09.441530,CUST0033,PROD003,6,239.95,EUR,Online
1763,2022-01-19 23:53:09.441530,CUST0035,PROD007,7,179.91,JPY,Retail
1764,2022-08-06 23:53:09.441530,CUST0054,PROD007,4,432.58,JPY,Wholesale
1765,2022-04-30 23:53:09.441530,CUST0056,PROD020,5,428.59,JPY,Online
1766,2023-01-01 23:53:09.441530,CUST0015,PROD011,4,20.93,USD,Online
1767,2021-09-10 23:53:09.441530,CUST0069,PROD003,4,308.66,EUR,Retail
1768,2023-03-13 23:53:09.441530,CUST0004,PROD018,1,190.24,USD,Retail
1769,2021-10-10 23:53:09.441530,CUST0084,PROD012,6,213.67,EUR,Wholesale
1770,2023-07-08 23:53:09.441530,CUST0064,PROD017,7,417.7,EUR,Online
1771,2023-04-15 23:53:09.441530,CUST0022,PROD009,7,161.82,EUR,Retail
1772,2022-01-10 23:53:09.441530,CUST0024,PROD005,8,472.09,USD,Wholesale
1773,2024-08-24 23:53:09.441530,CUST0047,PROD018,7,98.02,EUR,Online
1774,2024-06-25 23:53:09.441530,CUST0075,PROD009,6,334.73,GBP,Retail
1775,2024-04-03 23:53:09.441530,CUST0006,PROD013,8,339.33,JPY,Wholesale
1776,2021-11-10 23:53:09.441530,CUST0027,PROD003,3,133.58,EUR,Wholesale
1777,2022-10-02 23:53:09.441530,CUST0010,PROD004,9,169.13,JPY,Retail
1778,2023-03-30 23:53:09.441530,CUST0039,PROD018,3,419.05,USD,Retail
1779,2024-01-05 23:53:09.441530,CUST0074,PROD020,4,383.28,USD,Online
1780,2022-01-06 23:53:09.441530,CUST0090,PROD015,6,171.26,GBP,Online
1781,2024-03-17 23:53:09.441530,CUST0037,PROD020,8,271.64,EUR,Retail
1782,2022-05-22 23:53:09.441530,CUST0054,PROD006,3,40.22,JPY,Wholesale
1783,2023-10-31 23:53:09.441530,CUST0097,PROD009,6,112.29,JPY,Retail
1784,2022-05-09 23:53:09.441530,CUST0051,PROD011,5,248.05,JPY,Online
1785,2023-11-29 23:53:09.441530,CUST0060,PROD013,5,52.13,USD,Online
1786,2022-02-09 23:53:09.441530,CUST0072,PROD004,5,423.23,EUR,Retail
1787,2021-12-02 23:53:09.441530,CUST0051,PROD015,9,361.82,GBP,Online
1788,2023-12-10 23:53:09.441530,CUST0062,PROD017,7,472.38,GBP,Wholesale
1789,2022-07-31 23:53:09.441530,CUST0049,PROD012,9,349.8,USD,Online
1790,2023-11-29 23:53:09.441530,CUST0051,PROD006,9,470.8,EUR,Wholesale
1791,2022-04-24 23:53:09.441530,CUST0028,PROD007,6,281.71,GBP,Online
1792,2022-09-14 23:53:09.441530,CUST0036,PROD017,6,304.11,GBP,Wholesale
1793,2024-02-14 23:53:09.441530,CUST0025,PROD011,4,488.72,USD,Retail
1794,2022-12-25 23:53:09.441530,CUST0036,PROD012,8,324.64,JPY,Wholesale
1795,2024-02-17 23:53:09.441530,CUST0077,PROD013,2,25.09,GBP,Retail
1796,2024-07-13 23:53:09.441530,CUST0060,PROD001,5,364.66,USD,Online
1797,2022-12-24 23:53:09.441530,CUST0007,PROD018,1,453.68,GBP,Wholesale
1798,2024-03-03 23:53:09.441530,CUST0065,PROD019,2,399.83,GBP,Wholesale
1799,2024-05-19 23:53:09.441530,CUST0073,PROD011,1,296.08,USD,Online
1800,2024-04-19 23:53:09.441530,CUST0092,PROD018,6,338.94,USD,Online
1801,2023-02-17 23:53:09.441530,CUST0036,PROD010,2,495.19,EUR,Wholesale
1802,2024-06-30 23:53:09.441530,CUST0094,PROD006,4,54.42,GBP,Retail
1803,2022-01-04 23:53:09.441530,CUST0073,PROD002,5,336.95,JPY,Online
1804,2021-11-29 23:53:09.441530,CUST0030,PROD005,7,148.86,JPY,Wholesale
1805,2023-02-23 23:53:09.441530,CUST0099,PROD010,1,323.64,EUR,Online
1806,2023-12-23 23:53:09.441530,CUST0047,PROD015,5,307.74,EUR,Online
1807,2024-05-14 23:53:09.441530,CUST0091,PROD014,4,85.19,USD,Retail
1808,2022-11-19 23:53:09.441530,CUST0029,PROD006,7,111.31,JPY,Retail
1809,2022-09-23 23:53:09.441530,CUST0005,PROD014,7,314.6,GBP,Retail
1810,2023-07-02 23:53:09.441530,CUST0065,PROD014,8,72.83,USD,Wholesale
1811,2021-10-11 23:53:09.441530,CUST0069,PROD012,4,139.94,GBP,Online
1812,2022-05-10 23:53:09.441530,CUST0063,PROD004,4,419.27,JPY,Retail
1813,2024-08-17 23:53:09.441530,CUST0093,PROD012,5,170.27,USD,Wholesale
1814,2023-06-23 23:53:09.441530,CUST0056,PROD017,5,249.15,GBP,Retail
1815,2022-12-09 23:53:09.441530,CUST0017,PROD019,3,471.16,EUR,Retail
1816,2022-06-12 23:53:09.441530,CUST0051,PROD016,5,121.3,GBP,Online
1817,2024-06-05 23:53:09.441530,CUST0037,PROD018,5,200.92,GBP,Wholesale
1818,2023-10-16 23:53:09.441530,CUST0088,PROD006,8,307.16,USD,Online
1819,2022-08-09 23:53:09.441530,CUST0091,PROD009,7,380.12,JPY,Retail
1820,2023-06-02 23:53:09.441530,CUST0009,PROD019,8,451.81,GBP,Online
1821,2022-09-15 23:53:09.441530,CUST0038,PROD012,5,458.58,GBP,Wholesale
1822,2023-07-20 23:53:09.441530,CUST0053,PROD011,2,390.55,GBP,Retail
1823,2024-08-13 23:53:09.441530,CUST0013,PROD016,8,121.88,GBP,Retail
1824,2022-11-29 23:53:09.441530,CUST0090,PROD002,9,22.16,EUR,Retail
1825,2024-05-08 23:53:09.441530,CUST0053,PROD018,2,198.05,JPY,Retail
1826,2021-11-20 23:53:09.441530,CUST0075,PROD006,1,79.36,JPY,Wholesale
1827,2022-01-25 23:53:09.441530,CUST0088,PROD005,6,358.09,USD,Online
1828,2022-03-07 23:53:09.441530,CUST0097,PROD009,3,333.95,GBP,Wholesale
1829,2024-01-29 23:53:09.441530,CUST0049,PROD013,1,31.55,USD,Retail
1830,2022-05-19 23:53:09.441530,CUST0070,PROD007,6,419.93,EUR,Wholesale
1831,2022-10-03 23:53:09.441530,CUST0035,PROD001,8,131.88,EUR,Retail
1832,2023-10-02 23:53:09.441530,CUST0016,PROD010,9,221.79,GBP,Retail
1833,2023-04-30 23:53:09.441530,CUST0013,PROD018,6,337.29,USD,Online
1834,2023-10-23 23:53:09.441530,CUST0011,PROD012,6,220.42,USD,Retail
1835,2021-12-08 23:53:09.441530,CUST0087,PROD003,1,226.23,JPY,Wholesale
1836,2023-11-27 23:53:09.441530,CUST0002,PROD005,5,42.16,USD,Wholesale
1837,2023-11-27 23:53:09.441530,CUST0094,PROD014,3,206.71,EUR,Online
1838,2022-10-23 23:53:09.441530,CUST0019,PROD015,7,384.78,EUR,Online
1839,2021-12-31 23:53:09.441530,CUST0045,PROD012,9,458.44,GBP,Retail
1840,2022-10-25 23:53:09.441530,CUST0046,PROD004,6,212.61,USD,Retail
1841,2024-08-20 23:53:09.441530,CUST0047,PROD016,5,217.56,USD,Retail
1842,2023-10-06 23:53:09.441530,CUST0049,PROD011,7,354.29,EUR,Retail
1843,2022-12-25 23:53:09.441530,CUST0079,PROD004,9,471.96,GBP,Wholesale
1844,2023-01-30 23:53:09.441530,CUST0042,PROD006,5,140.86,JPY,Retail
1845,2022-01-31 23:53:09.441530,CUST0033,PROD016,5,225.67,JPY,Online
1846,2021-11-29 23:53:09.441530,CUST0041,PROD002,4,400.03,GBP,Wholesale
1847,2024-05-07 23:53:09.441530,CUST0069,PROD013,5,308.75,GBP,Wholesale
1848,2022-11-27 23:53:09.441530,CUST0086,PROD008,7,64.19,JPY,Retail
1849,2023-04-19 23:53:09.441530,CUST0091,PROD012,3,317.59,EUR,Retail
1850,2023-01-21 23:53:09.441530,CUST0099,PROD006,4,101.51,USD,Wholesale
1851,2022-09-19 23:53:09.441530,CUST0019,PROD003,9,260.01,JPY,Online
1852,2022-10-08 23:53:09.441530,CUST0039,PROD015,2,269.26,GBP,Retail
1853,2022-05-02 23:53:09.441530,CUST0007,PROD008,8,439.34,GBP,Wholesale
1854,2023-09-10 23:53:09.441530,CUST0039,PROD002,9,236.62,USD,Wholesale
1855,2023-06-21 23:53:09.441530,CUST0098,PROD016,5,146.93,GBP,Retail
1856,2023-06-10 23:53:09.441530,CUST0034,PROD013,7,123.17,EUR,Online
1857,2024-02-16 23:53:09.441530,CUST0091,PROD001,6,438.38,GBP,Wholesale
1858,2021-11-02 23:53:09.441530,CUST0044,PROD011,1,93.8,USD,Wholesale
1859,2024-07-01 23:53:09.441530,CUST0069,PROD001,8,218.68,JPY,Wholesale
1860,2022-03-30 23:53:09.441530,CUST0068,PROD008,9,101.71,EUR,Retail
1861,2022-04-28 23:53:09.441530,CUST0063,PROD002,1,388.92,GBP,Wholesale
1862,2023-01-04 23:53:09.441530,CUST0071,PROD013,8,242.44,USD,Wholesale
1863,2022-08-02 23:53:09.441530,CUST0048,PROD002,3,182.06,JPY,Retail
1864,2022-02-18 23:53:09.441530,CUST0003,PROD004,6,186.94,JPY,Online
1865,2023-07-02 23:53:09.441530,CUST0085,PROD002,8,427.58,USD,Wholesale
1866,2022-02-09 23:53:09.441530,CUST0034,PROD013,5,281.35,JPY,Retail
1867,2022-12-07 23:53:09.441530,CUST0009,PROD004,8,361.76,JPY,Online
1868,2024-05-20 23:53:09.441530,CUST0061,PROD015,7,449.55,JPY,Retail
1869,2023-01-08 23:53:09.441530,CUST0020,PROD012,7,451.85,JPY,Online
1870,2023-07-30 23:53:09.441530,CUST0040,PROD012,7,170.97,USD,Retail
1871,2022-09-28 23:53:09.441530,CUST0012,PROD005,9,476.7,USD,Online
1872,2023-08-02 23:53:09.441530,CUST0028,PROD010,6,22.19,GBP,Online
1873,2022-07-03 23:53:09.441530,CUST0048,PROD002,6,194.65,GBP,Retail
1874,2022-02-28 23:53:09.441530,CUST0097,PROD008,9,448.94,EUR,Wholesale
1875,2023-05-20 23:53:09.441530,CUST0074,PROD005,6,144.57,JPY,Online
1876,2023-01-21 23:53:09.441530,CUST0075,PROD008,7,143.81,JPY,Retail
1877,2023-02-26 23:53:09.441530,CUST0007,PROD013,7,158.28,EUR,Wholesale
1878,2023-05-15 23:53:09.441530,CUST0082,PROD013,2,310.03,USD,Wholesale
1879,2023-04-15 23:53:09.441530,CUST0083,PROD015,8,224.78,USD,Retail
1880,2023-09-12 23:53:09.441530,CUST0014,PROD015,6,366.1,EUR,Retail
1881,2023-03-06 23:53:09.441530,CUST0081,PROD011,4,448.51,GBP,Online
1882,2021-09-19 23:53:09.441530,CUST0087,PROD010,7,340.36,GBP,Retail
1883,2023-03-06 23:53:09.441530,CUST0019,PROD006,8,110.19,JPY,Wholesale
1884,2022-09-30 23:53:09.441530,CUST0054,PROD005,1,467.01,GBP,Retail
1885,2023-05-16 23:53:09.441530,CUST0060,PROD005,4,139.6,USD,Wholesale
1886,2021-12-12 23:53:09.441530,CUST0067,PROD008,4,83.45,EUR,Wholesale
1887,2022-03-09 23:53:09.441530,CUST0034,PROD001,9,54.08,EUR,Retail
1888,2021-09-15 23:53:09.441530,CUST0089,PROD002,6,286.06,EUR,Wholesale
1889,2022-09-26 23:53:09.441530,CUST0041,PROD017,4,65.74,GBP,Wholesale
1890,2022-10-28 23:53:09.441530,CUST0031,PROD007,1,78.0,EUR,Online
1891,2022-01-05 23:53:09.441530,CUST0039,PROD009,8,157.01,EUR,Wholesale
1892,2023-03-24 23:53:09.441530,CUST0078,PROD004,9,148.01,GBP,Online
1893,2021-09-27 23:53:09.441530,CUST0052,PROD007,5,306.08,USD,Online
1894,2024-06-28 23:53:09.441530,CUST0047,PROD010,5,410.21,JPY,Online
1895,2022-04-28 23:53:09.441530,CUST0020,PROD016,8,3830.6,USD,Online
1896,2022-04-18 23:53:09.441530,CUST0096,PROD010,8,138.62,GBP,Wholesale
1897,2023-10-27 23:53:09.441530,CUST0097,PROD007,5,130.2,EUR,Wholesale
1898,2023-08-14 23:53:09.441530,CUST0052,PROD002,4,483.24,JPY,Retail
1899,2023-09-27 23:53:09.441530,CUST0095,PROD002,6,14.04,USD,Online
1900,2023-11-09 23:53:09.441530,CUST0071,PROD008,5,441.06,JPY,Wholesale
1901,2023-10-14 23:53:09.441530,CUST0062,PROD014,8,107.87,USD,Online
1902,2023-08-25 23:53:09.441530,CUST0005,PROD018,9,474.17,USD,Online
1903,2022-03-17 23:53:09.441530,CUST0057,PROD001,1,177.73,GBP,Retail
1904,2024-03-31 23:53:09.441530,CUST0004,PROD017,9,225.77,USD,Online
1905,2021-11-16 23:53:09.441530,CUST0011,PROD017,9,356.49,EUR,Wholesale
1906,2024-04-11 23:53:09.441530,CUST0019,PROD005,6,297.96,GBP,Wholesale
1907,2024-01-02 23:53:09.441530,CUST0084,PROD016,5,165.79,JPY,Wholesale
1908,2022-12-09 23:53:09.441530,CUST0027,PROD007,7,281.38,GBP,Wholesale
1909,2023-04-02 23:53:09.441530,CUST0029,PROD015,8,368.05,USD,Online
1910,2024-03-26 23:53:09.441530,CUST0018,PROD019,9,30.74,JPY,Wholesale
1911,2022-11-21 23:53:09.441530,CUST0037,PROD002,9,15.49,EUR,Retail
1912,2021-11-24 23:53:09.441530,CUST0061,PROD016,3,234.45,GBP,Online
1913,2021-12-08 23:53:09.441530,CUST0047,PROD009,8,74.6,USD,Wholesale
1914,2024-06-26 23:53:09.441530,CUST0089,PROD020,1,335.53,JPY,Wholesale
1915,2023-12-22 23:53:09.441530,CUST0020,PROD018,7,114.89,EUR,Retail
1916,2021-11-24 23:53:09.441530,CUST0070,PROD010,5,222.1,EUR,Online
1917,2021-10-11 23:53:09.441530,CUST0100,PROD020,2,106.86,GBP,Retail
1918,2022-10-11 23:53:09.441530,CUST0049,PROD004,2,278.76,JPY,Retail
1919,2023-06-24 23:53:09.441530,CUST0015,PROD002,8,66.87,USD,Wholesale
1920,2024-07-05 23:53:09.441530,CUST0018,PROD014,5,21.32,JPY,Wholesale
1921,2022-01-24 23:53:09.441530,CUST0038,PROD001,3,35.05,EUR,Retail
1922,2022-06-02 23:53:09.441530,CUST0089,PROD008,1,477.59,JPY,Online
1923,2022-04-18 23:53:09.441530,CUST0084,PROD011,7,79.72,GBP,Online
1924,2022-08-30 23:53:09.441530,CUST0022,PROD001,3,357.15,JPY,Online
1925,2022-11-08 23:53:09.441530,CUST0076,PROD005,7,43.28,JPY,Retail
1926,2022-10-02 23:53:09.441530,CUST0060,PROD013,2,63.0,GBP,Online
1927,2023-01-10 23:53:09.441530,CUST0097,PROD017,4,259.35,JPY,Wholesale
1928,2023-02-20 23:53:09.441530,CUST0093,PROD010,2,237.79,GBP,Retail
1929,2023-03-15 23:53:09.441530,CUST0066,PROD007,4,476.27,GBP,Retail
1930,2022-11-14 23:53:09.441530,CUST0026,PROD013,5,472.97,GBP,Retail
1931,2023-10-11 23:53:09.441530,CUST0064,PROD004,8,392.01,EUR,Online
1932,2022-08-14 23:53:09.441530,CUST0096,PROD013,2,305.03,JPY,Online
1933,2023-01-31 23:53:09.441530,CUST0058,PROD001,3,232.93,GBP,Wholesale
1934,2022-01-14 23:53:09.441530,CUST0003,PROD011,5,184.53,USD,Online
1935,2024-05-17 23:53:09.441530,CUST0030,PROD009,9,474.07,USD,Online
1936,2022-09-01 23:53:09.441530,CUST0019,PROD013,5,305.43,EUR,Online
1937,2022-08-24 23:53:09.441530,CUST0010,PROD011,9,293.75,GBP,Online
1938,2024-03-07 23:53:09.441530,CUST0089,PROD008,4,123.63,GBP,Wholesale
1939,2022-07-24 23:53:09.441530,CUST0046,PROD007,5,32.88,EUR,Wholesale
1940,2024-04-17 23:53:09.441530,CUST0019,PROD020,9,473.14,JPY,Wholesale
1941,2022-12-05 23:53:09.441530,CUST0058,PROD015,4,163.73,GBP,Online
1942,2024-04-01 23:53:09.441530,CUST0085,PROD015,5,226.87,GBP,Online
1943,2024-04-18 23:53:09.441530,CUST0006,PROD012,5,66.17,USD,Retail
1944,2023-12-13 23:53:09.441530,CUST0051,PROD017,4,420.09,GBP,Retail
1945,2022-02-14 23:53:09.441530,CUST0014,PROD006,4,23.54,EUR,Online
1946,2022-04-03 23:53:09.441530,CUST0058,PROD013,5,418.66,USD,Retail
1947,2022-09-11 23:53:09.441530,CUST0008,PROD016,6,78.74,EUR,Wholesale
1948,2021-12-26 23:53:09.441530,CUST0002,PROD001,7,444.42,EUR,Wholesale
1949,2022-03-07 23:53:09.441530,CUST0018,PROD013,6,367.59,GBP,Wholesale
1950,2023-10-05 23:53:09.441530,CUST0086,PROD007,1,90.69,JPY,Retail
1951,2022-09-03 23:53:09.441530,CUST0057,PROD013,2,287.25,GBP,Wholesale
1952,2022-01-25 23:53:09.441530,CUST0094,PROD007,7,163.2,JPY,Wholesale
1953,2023-06-12 23:53:09.441530,CUST0100,PROD008,3,97.33,USD,Wholesale
1954,2023-10-08 23:53:09.441530,CUST0092,PROD018,2,431.0,EUR,Online
1955,2022-09-07 23:53:09.441530,CUST0035,PROD017,6,207.73,EUR,Online
1956,2023-10-19 23:53:09.441530,CUST0066,PROD016,4,205.29,GBP,Wholesale
1957,2022-02-05 23:53:09.441530,CUST0056,PROD017,5,93.24,JPY,Wholesale
1958,2022-08-15 23:53:09.441530,CUST0100,PROD008,6,197.7,EUR,Online
1959,2024-02-07 23:53:09.441530,CUST0082,PROD007,3,437.09,EUR,Online
1960,2023-02-03 23:53:09.441530,CUST0043,PROD018,1,187.93,JPY,Retail
1961,2023-02-02 23:53:09.441530,CUST0073,PROD004,3,476.29,EUR,Online
1962,2023-10-21 23:53:09.441530,CUST0092,PROD002,3,473.69,EUR,Wholesale
1963,2022-05-29 23:53:09.441530,CUST0072,PROD016,6,81.0,EUR,Online
1964,2024-03-22 23:53:09.441530,CUST0008,PROD018,4,96.88,JPY,Wholesale
1965,2022-02-28 23:53:09.441530,CUST0005,PROD008,7,432.71,JPY,Retail
1966,2022-12-30 23:53:09.441530,CUST0013,PROD014,2,202.45,USD,Online
1967,2023-12-23 23:53:09.441530,CUST0007,PROD018,4,12.14,EUR,Retail
1968,2021-12-31 23:53:09.441530,CUST0021,PROD019,8,144.2,EUR,Wholesale
1969,2024-05-10 23:53:09.441530,CUST0093,PROD004,6,302.84,USD,Wholesale
1970,2023-10-28 23:53:09.441530,CUST0037,PROD014,3,401.64,JPY,Wholesale
1971,2022-10-17 23:53:09.441530,CUST0045,PROD002,2,75.36,JPY,Wholesale
1972,2023-07-16 23:53:09.441530,CUST0052,PROD017,3,64.17,GBP,Retail
1973,2021-12-20 23:53:09.441530,CUST0048,PROD006,1,461.83,JPY,Online
1974,2024-02-03 23:53:09.441530,CUST0062,PROD008,1,378.06,GBP,Online
1975,2021-12-29 23:53:09.441530,CUST0078,PROD016,2,298.99,USD,Wholesale
1976,2021-10-07 23:53:09.441530,CUST0051,PROD001,3,386.9,JPY,Wholesale
1977,2023-01-08 23:53:09.441530,CUST0004,PROD018,9,220.14,USD,Retail
1978,2023-10-18 23:53:09.441530,CUST0086,PROD003,8,381.64,GBP,Retail
1979,2024-03-29 23:53:09.441530,CUST0056,PROD018,9,192.18,EUR,Wholesale
1980,2022-01-25 23:53:09.441530,CUST0075,PROD010,7,129.61,EUR,Wholesale
1981,2024-06-16 23:53:09.441530,CUST0034,PROD002,7,367.22,USD,Online
1982,2023-06-21 23:53:09.441530,CUST0045,PROD019,5,215.64,EUR,Online
1983,2022-06-27 23:53:09.441530,CUST0016,PROD011,7,490.87,USD,Online
1984,2022-04-24 23:53:09.441530,CUST0009,PROD019,4,181.25,GBP,Wholesale
1985,2023-06-07 23:53:09.441530,CUST0080,PROD003,5,461.65,EUR,Retail
1986,2023-06-23 23:53:09.441530,CUST0016,PROD010,1,467.15,GBP,Retail
1987,2022-04-22 23:53:09.441530,CUST0095,PROD016,4,128.51,JPY,Retail
1988,2022-03-20 23:53:09.441530,CUST0031,PROD003,3,401.13,EUR,Wholesale
1989,2022-05-12 23:53:09.441530,CUST0013,PROD019,2,222.21,EUR,Wholesale
1990,2023-04-19 23:53:09.441530,CUST0005,PROD020,2,459.59,EUR,Retail
1991,2023-06-22 23:53:09.441530,CUST0047,PROD007,8,230.56,USD,Retail
1992,2022-04-21 23:53:09.441530,CUST0039,PROD017,1,374.71,JPY,Retail
1993,2023-02-14 23:53:09.441530,CUST0018,PROD008,8,238.81,JPY,Wholesale
1994,2024-01-06 23:53:09.441530,CUST0020,PROD003,9,121.62,JPY,Online
1995,2023-10-08 23:53:09.441530,CUST0002,PROD007,6,107.68,GBP,Online
1996,2023-02-21 23:53:09.441530,CUST0040,PROD010,1,218.46,JPY,Wholesale
1997,2022-03-30 23:53:09.441530,CUST0030,PROD019,7,380.19,USD,Online
1998,2022-12-05 23:53:09.441530,CUST0010,PROD015,5,306.49,USD,Retail
1999,2022-11-08 23:53:09.441530,CUST0064,PROD015,9,347.43,GBP,Online
2000,2022-06-08 23:53:09.441530,CUST0042,PROD005,7,148.34,GBP,Retail
2001,2021-11-25 23:53:09.441530,CUST0075,PROD003,5,245.9,JPY,Wholesale
2002,2024-08-01 23:53:09.441530,CUST0053,PROD003,2,31.75,JPY,Wholesale
2003,2022-12-03 23:53:09.441530,CUST0093,PROD004,4,410.59,USD,Retail
2004,2022-06-03 23:53:09.441530,CUST0053,PROD015,2,495.05,USD,Retail
2005,2022-10-24 23:53:09.441530,CUST0040,PROD016,9,209.37,JPY,Online
2006,2023-07-26 23:53:09.441530,CUST0016,PROD005,2,15.37,USD,Retail
2007,2023-01-26 23:53:09.441530,CUST0048,PROD008,2,93.2,GBP,Wholesale
2008,2023-08-02 23:53:09.441530,CUST0061,PROD010,2,329.74,USD,Wholesale
2009,2021-09-17 23:53:09.441530,CUST0092,PROD002,1,309.92,JPY,Online
2010,2021-09-21 23:53:09.441530,CUST0081,PROD014,9,396.05,GBP,Retail
2011,2022-10-16 23:53:09.441530,CUST0038,PROD005,8,134.4,USD,Retail
2012,2024-07-18 23:53:09.441530,CUST0044,PROD007,2,384.18,GBP,Online
2013,2021-12-15 23:53:09.441530,CUST0015,PROD011,2,347.11,JPY,Wholesale
2014,2022-01-12 23:53:09.441530,CUST0095,PROD003,5,168.18,USD,Retail
